scientific_name,common_name,meaning,diet,length_m,weight_kg,height_m,locomotion,geological_period,lived_in,behavior_notes,first_discovered,fossil_location,notable_features,intelligence_level,source_link,row_index
Agujaceratops,Agujaceratops,Aguja horned face,Herbivore,4.5,2000.0,2.0,Quadrupedal,Late Cretaceous,"Texas, USA",Chasmosaurine ceratopsid; elaborate frill,01/01/1938,"Aguja Formation, Texas",Long frill with ornamental spikes,Medium,https://en.wikipedia.org/wiki/Agujaceratops,337
Kol,Kol,Kol (tribal name),Carnivore,2.0,,0.8,Bipedal,Late Cretaceous,Asia (India),Small abelisaurid...,01/01/2012,India,"Compact skull, short arms",Medium,https://en.wikipedia.org/wiki/Kol_(dinosaur),719
Yutyrannus,Yutyrannus huali,Feathered tyrant,Carnivore,9.0,1400.0,3.0,Bipedal,Early Cretaceous,China,Large feathered tyrannosauroid,2012,"Liaoning, China","Preserved feathers, large body",High,https://en.wikipedia.org/wiki/Yutyrannus,295
Shunosaurus,Shunosaurus,Shu lizard,Herbivore,,3000.0,3.5,Quadrupedal,Jurassic,Asia,Sauropod dinosaur,1977,China,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Shunosaurus,1016
Daurlong,Daurlong,Daurlong,Herbivore,,700.0,1.2, Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2020,Russia,Small theropod,Small,https://en.wikipedia.org/wiki/Daurlong,1275
Spicomellus,Spicomellus,Spiked collar,Herbivore,6.0,3500.0,3.0,Bipedal,Late Jurassic,Europe,Thyreophoran dinosaur,2022,UK,Medium armored dinosaur,Medium,https://en.wikipedia.org/wiki/Spicomellus,1485
Brontosaurus,Brontosaurus,thunder lizard,Herbivore,22.0,,6.0,Quadrupedal,Late Jurassic (Kimmeridgian–Tithonian),North America (USA),Famous diplodocid; once merged with Apatosaurus,1879,"Morrison Formation, Wyoming/Utah",Long neck and tail; revalidated as separate genus,Low,https://en.wikipedia.org/wiki/Brontosaurus,455
Eosinopteryx,Eosinopteryx,dawn Chinese wing,Carnivore,0.3,0.2,0.25,Bipedal,Late Jurassic (Oxfordian),Asia (China),Small feathered theropod; flightless,2013,"Tiaojishan Formation, Liaoning",Has feathers but likely could not fly,High,https://en.wikipedia.org/wiki/Eosinopteryx,577
Mojoceratops,Mojoceratops,Mojo horned face,Herbivore,5.5,2000.0,2.5,Quadrupedal,Late Cretaceous,North America,Ceratopsian dinosaur,2008,USA,Closely related to Chasmosaurus,Unknown,https://en.wikipedia.org/wiki/Mojoceratops,815
Suskityrannus,Suskityrannus hazelae,Coyote tyrant,Carnivore,3.0,45.0,6.53,Bipedal,Late Cretaceous,North America,Early tyrannosauroid,2019,New Mexico USA,Small tyrannosauroid; precursor to T. rex,Medium,https://en.wikipedia.org/wiki/Suskityrannus,999999
Savannasaurus,Savannasaurus,Savanna lizard,Herbivore,8.0,,3.0,Quadrupedal,Late Cretaceous,South America,Titanosaur sauropod,1999,Australia,Large herbivore,Medium,https://en.wikipedia.org/wiki/Savannasaurus,995
Nodosaurus,Nodosaurus,La Amarga lizard,Herbivore,10.0,2500.0,3.5,Quadrupedal,EARLY CRETACEOUS,Argentina,NECK SPINES,1991,Argentina,Neck spines,Low,https://en.wikipedia.org/wiki/Nodosaurus,201
Leptoceratops,Leptoceratops,La Amarga lizard,Herbivore,~10.0,2500.0,3.5,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low,https://en.wikipedia.org/wiki/Leptoceratops,161
Kunbarrasaurus,Kunbarrasaurus,Kunbarra lizard,Herbivore,4.0,1800.0,1.4,Quadrupedal,Early Cretaceous,Oceania (Australia),Ankylosaurian dinosaur,1980,Australia,Armored body with club tail,Medium,https://en.wikipedia.org/wiki/Kunbarrasaurus,729
Atacamatitan,Atacamatitan,Atacama giant,HERBIVORE,10.0,6000.0,4.0, Quadrupedal,Late Cretaceous (Campanian–Maastrichtian),South America (Chile),First sauropod discovered in Chile,2011,"Atacama Desert, Chile",Limited remains; titanosaur classification,Low,https://en.wikipedia.org/wiki/Atacamatitan,401
Judiceratops,Judiceratops,Judge horned face,Herbivore,4.5,1000.0,2.0,Quadrupedal,Late? Late Cretaceous,North America,Early ceratopsian,2006,USA,Primitive frill and horns,Medium,https://en.wikipedia.org/wiki/Judiceratops,702
Tiamat,Tiamat,Tiamat (Babylonian goddess),Herbivore,12.0,8000.0,5.0,QUADRUPEDAL,jurassic,Asia,Sauropod dinosaur,2021?,China,Large sauropod,Large,https://en.wikipedia.org/wiki/Tiamat,1500
Tsaagan,Tsaagan,Tsaagan (white)  ,Carnivore,about 2.0m,15.0,0.8,Bipedal,Late Cretaceous ,Asia,Theropod dinosaur,2006,Mongolia,Small predator,Medium,https://en.wikipedia.org/wiki/Tsaagan,1129
Efraasia,Efraasia,after Efraa (Franconia),HERBIVORE,6.5,800.0,2.5,Bipedal,TRIASSIC (NORIAN),Europe (Germany),Basal sauropodomorph with long neck and light build,01/01/1973,"Löwenstein Formation, Germany",Named after the museum abbreviation EFRA,Medium,https://en.wikipedia.org/wiki/Efraasia,565
Ninjatitan,Ninjatitan,Ninja titan,Herbivore,20.0,,7.0,Quadrupedal,Late Cretaceous,South America,Sauropod dinosaur,2019,Argentina,Large sauropod,Large,https://en.wikipedia.org/wiki/Ninjatitan,1413
Siamraptor,Siamraptor,Siam thief,Carnivore,8.0,1200.0,,Bipedal,Early Cretaceous,Asia,Theropod dinosaur,2019,Thailand,Medium large predator,Medium,https://en.wikipedia.org/wiki/Siamraptor,1021
Siluosaurus,Siluosaurus,Silu lizard,,8.0,3000.0,3.0,Quadrupedal,Late Cretaceous,Asia,Sauropod dinosaur,2004,China,Medium sauropod,Medium ,https://en.wikipedia.org/wiki/Siluosaurus,1025
Nicksaurus,Nicksaurus,Nick's lizard,Carnivore,4.5,1800.0,2.0,Bipedal,late jurassic,North America,Theropod dinosaur,around 2017,USA,Medium theropod,Medium,https://en.wikipedia.org/wiki/Nicksaurus,1411
Thotobolosaurus,Thotobolosaurus,Thotobolo lizard  ,HERBIVORE,2.5,100.0,1.0,Quadrupedal,Late Cretaceous,North America,Ceratopsian dinosaur,01/01/2000,USA,Small ceratopsian,Medium,https://en.wikipedia.org/wiki/Thotobolosaurus,1104
Omeisaurus,Omeisaurus,Omei Mountain lizard,Herbivore,18.0,15000.0,6.0,Quadrupedal,Middle Jurassic,China,Long-necked sauropod,1939,"Sichuan, China",Very long neck,,https://en.wikipedia.org/wiki/Omeisaurus,205
Atrociraptor,Atrociraptor,Almond tooth,Herbivore,12.0,3000.0,3.0,Quadrupedal,Middle Jurassic,Argentina,Basal sauropod,1947,Argentina,Teeth shape,Low,https://en.wikipedia.org/wiki/Atrociraptor,34
Lusitanosaurus,Lusitanosaurus,Lusitanian lizard (Portugal region),Herbivore,3.5,200.0,1.0,Bipedal,Late? Early Cretaceous,Europe (Portugal),Ornithopod dinosaur,01/01/2001,Portugal,Small herbivore,Unknown,https://en.wikipedia.org/wiki/Lusitanosaurus,775
Comanchesaurus,Comanchesaurus,Comanche lizard,Carnivore,,,,Bipedal,Late Triassic (Norian),"North America (Texas, USA)",Poorly known early theropod or herrerasaurid,1921,"Texas red beds, USA",Based on fragmentary remains; highly dubious,Unknown,https://en.wikipedia.org/wiki/Comanchesaurus,508
Rhinorex,Rhinorex,Nose king,Herbivore,,164433.81,3.5,Bipedal,Late Cretaceous,North America,Hadrosaur dinosaur  ,01/01/2014,USA,Large hadrosaur,Large,https://en.wikipedia.org/wiki/Rhinorex,1451
Sinankylosaurus,Sinankylosaurus,Chinese shield lizard,Herbivore,7.0,4000.0,3.0,Bipedal,Late Cretaceous,Asia,Ankylosaur dinosaur,2019,China,Medium ankylosaur,Medium,https://en.wikipedia.org/wiki/Sinankylosaurus,1478
Mandschurosaurus,Mandschurosaurus,Manchurian lizard,Herbivore,7.0,4000.0,3.5,Quadrupedal,Late Cretaceous,Asia (China),Hadrosaurid dinosaur...,1929,China,Duck-billed herbivore,Medium,https://en.wikipedia.org/wiki/Mandschurosaurus,789
Mbiresaurus,Mbiresaurus,Mbire lizard,Herbivore,5.0,3000.0,2.5,Bipedal,Late Triassic,Africa,Sauropodomorph dinosaur,2021,Zimbabwe,Medium sauropodomorph,Medium,https://en.wikipedia.org/wiki/Mbiresaurus,1390
Dromaeosaurus,Dromaeosaurus,La Amarga lizard,Herbivore,10.0,2500.0,3.5,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low,https://en.wikipedia.org/wiki/Dromaeosaurus,91
Ledumahadi,Ledumahadi,Great thunder,Herbivore,25.0,35000.0,7.0,Quadrupedal,Early Jurassic,Africa,Sauropod dinosaur,2015,South Africa,Huge sauropod,Huge,https://en.wikipedia.org/wiki/Ledumahadi,1363
Parvicursor,Parvicursor,Small runner,Carnivore,0.7,-3.0,0.5,Bipedal,Late Cretaceous,Asia (Mongolia),Alvarezsaurid theropod,1996,Mongolia,Small fast predator,Unknown,https://en.wikipedia.org/wiki/Parvicursor,897
Edmontosaurus?,Edmontosaurus,Edmonton lizard,Herbivore,12.0,4000.0,3.5,Bipedal/Quadrupedal,Late Cretaceous (Maastrichtian),"North America (Canada, USA)",Hadrosaurid duck-billed dinosaur with fleshy crest,1917,"Horseshoe Canyon Formation, Alberta",Among best-known hadrosaurs; many mummies found,,https://en.wikipedia.org/wiki/Edmontosaurus,564
Limnosaurus,Limnosaurus,Marsh lizard,,5.0,2500.0,2.0,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2006,China,Medium theropod,Medium,https://en.wikipedia.org/wiki/Limnosaurus,1369
Lythronax,Lythronax,Blood king,Carnivore,9.0,2500.0,3.0,Bipedal,Late Cretaceous,North America,Tyrannosaurid theropod,2013,USA,Powerful predator,,https://en.wikipedia.org/wiki/Lythronax,776
Rebbachisaurus,Rebbachisaurus,Rebbach lizard,HERBIVORE,14.0,,6.0,Quadrupedal,Early Cretaceous,Africa (Morocco),Long-necked sauropod with distinctive vertebrae,1954,Morocco,Tall neural spines,Low,https://en.wikipedia.org/wiki/Rebbachisaurus,241
Alvarezsaurus,Alvarezsaurus,Vineyard lizard,Herbivore,2.0,20.0,1.0,Quadrupedal,Late Cretaceous,France,Armored,c. 1989,France,Bony armor,Low,https://en.wikipedia.org/wiki/Alvarezsaurus,13
Zupaysaurus,Zupaysaurus rougieri,Zupay lizard,Carnivore,4.5,300.0,1.5,Bipedal,Late Triassic,Argentina,Early theropod,2003,"La Rioja, Argentina","Slender skull, sharp teeth",Medium,https://en.wikipedia.org/wiki/Zupaysaurus,315
Ferrisaurus,Ferrisaurus,iron lizard,Herbivore,3.0,300.0,1.2,Bipedal,Late Cretaceous (Campanian),North America (Canada),Leptoceratopsid with robust forelimbs,2019,"Foremost Formation, Alberta",Only leptoceratopsid named from Canada,Medium,https://en.wikipedia.org/wiki/Ferrisaurus,600
Archaeornithoides,Archaeornithoides,ancient bird-like form,Carnivore,0.5,1.5,,,Late Cretaceous (Campanian),Asia (Mongolia),Small troodontid or dromaeosaurid,1992,"Djadochta Formation, Mongolia",Partial skull; very birdlike traits,High,https://en.wikipedia.org/wiki/Archaeornithoides,999999
Fona,Fona,Fona lizard,Herbivore,n/a,700.0,1.2,Bipedal,Jurassic,Europe,Theropod dinosaur,2019,Europe,Small theropod,small,https://en.wikipedia.org/wiki/Fona,1297
Lophorhothon,Lophorhothon,Near bird,Carnivore,0.5,0.38,0.25,Bipedal,Late Jurassic,China,Feathered,2009,China,Feathers,Medium,https://en.wikipedia.org/wiki/Lophorhothon,999999
Nemegtomaia,Nemegtomaia,Nemegt good mother,Omnivore,2.0 meters,40.0,0.8,Bipedal,Late Cretaceous,Asia (Mongolia),Ornithomimid theropod,2004,Mongolia,"Feathered, bird-like dinosaur",Unknown,https://en.wikipedia.org/wiki/Nemegtomaia,840
Anchisaurus,Anchisaurus,Alvarez's lizard,Carnivore,2.0,20.0,,Bipedal,Late Cretaceous,Argentina,Small predator,1991,Argentina,Tiny arms,Medium,https://en.wikipedia.org/wiki/Anchisaurus,20
Halticosaurus,Halticosaurus,nimble lizard,Carnivore,3.5,,1.2,Bipedal,Late Triassic (Carnian),Europe (Germany),Triassic theropod with fragmentary fossils,1932,"Baden-Württemberg, Germany",One of earliest known theropods,High,https://en.wikipedia.org/wiki/Halticosaurus,646
Tratayenia,Tratayenia,Tratayenia lizard,Herbivore,10.0,8000.0,4.0,Quadrupedal,Cretaceous,South America,Sauropod dinosaur,2017,Argentina,Large herbivore,Large,https://en.wikipedia.org/wiki/Tratayenia,1508
Velafrons,Velafrons,Velum forehead,Herbivore,6.0,2500.0,1.5,Bipedal,Late Cretaceous,North America,Hadrosaurid dinosaur,2012,USA,Large hadrosaur,,https://en.wikipedia.org/wiki/Velafrons,1154
Xingxiulong,Xingxiulong,Xingxiu dragon,Herbivore,7.0,3500.0,3.0,Quadrupedal,Jurassic,Asia,Sauropod dinosaur,2014,China,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Xingxiulong,1528
Nanosaurus,Nanosaurus,Dwarf lizard,HERBIVORE,2.0,20.0,0.6,Bipedal,Late Jurassic,North America,Small ornithischian dinosaur,1877,USA,One of the earliest small ornithopods,Unknown,https://en.wikipedia.org/wiki/Nanosaurus,-831
Coahuilasaurus,Coahuilasaurus,Coahuila lizard,Herbivore,7.0,approx 3500,2.5,Quadrupedal,Late Cretaceous,North America,Sauropod dinosaur,1994,Mexico,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Coahuilasaurus,1267
Dystrophaeus,Dystrophaeus,crooked backbone,Herbivore,10.0,3000.0,3.0,Quadrupedal,Jurassic (Oxfordian?),"North America (Utah, USA)",Early sauropod; very fragmentary remains,1877,"Morrison Formation, Utah",Oldest sauropod from North America; poorly known,Low,https://en.wikipedia.org/wiki/Dystrophaeus,562
BAYANNUROSAURUS ,Bayannurosaurus,Bayannur lizard,Herbivore,,9000.0,3.5,Quadrupedal,Late Jurassic,Asia,Sauropod dinosaur,2019,China,Medium sauropod,Unknown,https://en.wikipedia.org/wiki/Bayannurosaurus,1240
Itapeuasaurus,Itapeuasaurus,Itapeua lizard (named after Itapeua),Herbivore,11.0,15000.0,4.5,Quadrupedal,Late Cretaceous,Asia (Brazil),Large titanosaurian sauropod,2019,Brazil,Massive body and long neck,Low,https://en.wikipedia.org/wiki/Itapeuasaurus,686
Qiaowanlong,Qiaowanlong,Qiaowan dragon,Herbivore,9.0,3500.0,3.0,Bipedal,Early Cretaceous,Asia,Ornithopod dinosaur,2010,,Large herbivore,Medium,https://en.wikipedia.org/wiki/Qiaowanlong,957
Monolophosaurus,Monolophosaurus,Different lizard,Carnivore,12.0,,,Bipedal,Late Jurassic,North America,Pack hunter,1877,USA,Large skull,Medium,https://en.wikipedia.org/wiki/Monolophosaurus,189
Rukwatitan,Rukwatitan,Rukwa titan,Herbivore,20.0,35000.0,5.0,Quadrupedal,Late Cretaceous,Africa,Titanosaur sauropod,2014,Tanzania,Large sauropod,Medium,https://en.wikipedia.org/wiki/Rukwatitan,975
Jintasaurus,Jintasaurus,Jinta lizard,Herbivore,7.0,3500.0,3.0,Quadrupedal,Late Cretaceous,Asia (China),Hadrosaurid dinosaur...,2009,China,Long tail and robust limbs,Medium,https://en.wikipedia.org/wiki/Jintasaurus,699
Thyreosaurus,Thyreosaurus,Shield lizard,HERBIVORE,6.0,2500.0,2.5,quadrupedal,Jurassic,Europe,?,1984,Europe,Armored dinosaur,Medium,https://en.wikipedia.org/wiki/Thyreosaurus,1499
Condorraptor,Condorraptor,Condor thief,carnivore,4.5,400.0,1.6, Bipedal,Middle Jurassic (Aalenian–Bajocian),South America (Argentina),Megalosaurid theropod; large predator of its time,2005,"Cañadón Asfalto Formation, Patagonia",One of oldest known megalosaurids,Medium,https://en.wikipedia.org/wiki/Condorraptor,510
Taveirosaurus,Taveirosaurus,Taveiro lizard  ,Herbivore,2.0,50.0,7.45,Bipedal,late cretaceous,Europe,Ceratopsian dinosaur,1997,Portugal,Small ceratopsian,Medium,https://en.wikipedia.org/wiki/Taveirosaurus,1082
Cedrorestes,Cedrorestes,Cedar Mountain dweller,Herbivore,6.0,1500.0,2.5 meters,Bipedal/Early Quadrupedal,Early Cretaceous (Barremian–Aptian),"North America (Utah, USA)",Basal iguanodontian with lambeosaur features,2007,"Cedar Mountain Formation, Utah",Mixture of iguanodont and hadrosaur traits,Medium,https://en.wikipedia.org/wiki/Cedrorestes,474
Nuthetes,Nuthetes,Sharpening one,Carnivore,1.0,15.0,0.6,Bipedal,Early Cretaceous,Europe,Theropod dinosaur,1923,UK,Small carnivorous dinosaur,Unknown,https://en.wikipedia.org/wiki/Nuthetes,856
Latirhinus,Latirhinus,Wide nose,Herbivore,6.5,4000.0,2.5,Bipedal,Late Cretaceous,North America,Hadrosaurid dinosaur,2012,Mexico,Known for wide nasal structure,Medium,https://en.wikipedia.org/wiki/Latirhinus,747
Scutellosaurus,Scutellosaurus lawleri,Little shielded lizard,Herbivore,1.2,10.0,0.5,Bipedal,Early Jurassic (Sinemurian–Pliensbachian),USA (Arizona),Lightly armored early thyreophoran with leaf?shaped teeth,1981,USA,Over 300 bony scutes; one of the most primitive armored dinosaurs,Tiny,https://en.wikipedia.org/wiki/Scutellosaurus,252
Ankylosaurus,Ankylosaurus,La Amarga lizard,Herbivore,8.0,6000.0,2.0,Quadrupedal,Early Cretaceous,Argentina,,1991,Argentina,Neck spines,Low,https://en.wikipedia.org/wiki/Ankylosaurus,21
Issi,Issi,Issi lizard,Herbivore,,200.0,1.2,Bipedal,Early Jurassic,South America,Theropod dinosaur,2018,Argentina,Small theropod,Small,https://en.wikipedia.org/wiki/Issi,1337
Caenagnathasia,Caenagnathasia,recent jaw from Asia,Omnivore,0.8,3.0,0.5,Bipedal,Late Cretaceous (Turonian),Asia (Uzbekistan),Tiny oviraptorosaur; amon...,1994,"Bissekty Formation, Uzbekistan",Jaw structure similar to birds,High,https://en.wikipedia.org/wiki/Caenagnathasia,459
Xixiposaurus,Xixiposaurus,Xixi lizard,Herbivore,about 4.0m,200.0,N/A,Bipedal,Late Cretaceous,Asia,Ornithischian dinosaur,2010,China,Medium herbivore,Medium,https://en.wikipedia.org/wiki/Xixiposaurus,1184
Urbacodon,Urbacodon itemirensis,URBAC tooth,,2.0,20.0,0.7,BIPEDAL,Late Cretaceous,Uzbekistan,Troodontid with specialized lower jaw teeth,2007,Kyzylkum Desert,Distinctive tooth morphology in jaw,High,https://en.wikipedia.org/wiki/Urbacodon,276
Pycnonemosaurus,Pycnonemosaurus,Dense southern lizard,Carnivore,7.0,2500.0,2.5,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2002,Brazil,Large predator,Medium,https://en.wikipedia.org/wiki/Pycnonemosaurus,955
Amanzia,Amanzia,Amanzia (local river),Herbivore,,2000.0,2.5,quadrupedal,Late Jurassic,Europe,Sauropod dinosaur,01/01/2009,Switzerland,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Amanzia,1215
Aquilarhinus,Aquilarhinus,eagle snout,Herbivore,about 6.0m,,2.5,QUADRUPEDAL,Late Cretaceous (Campanian),"North America (Texas, USA)",Primitive hadrosaur with unique curved beak,2019,"Blufftown Formation, Texas",Beak resembles eagle's; may clarify hadrosaur origins,Medium,https://en.wikipedia.org/wiki/Aquilarhinus,385
Microceratops,Microceratops,Small horned face,Herbivore,1.0,15.0,0.5,Bipedal,Late Cretaceous,Asia (China),Ceratopsian dinosaur,1953,China,Small horned dinosaur,Unknown,https://en.wikipedia.org/wiki/Microceratops,805
Podischion,Podischion,Foot bone,Carnivore,2.0,150.0,1.3,Bipedal,Late Jurassic,North America,Theropod dinosaur,2010,USA,Small theropod,Small,https://en.wikipedia.org/wiki/Podischion,1437
Ulughbegsaurus,Ulughbegsaurus,Ulugh Beg lizard,Carnivore,8.0,2000.0,3.0,Bipedal,Late Cretaceous,Asia,,2021,Uzbekistan,Large predator,Large,https://en.wikipedia.org/wiki/Ulughbegsaurus,-1515
Alamosaurus,Alamosaurus,Alamo lizard,Herbivore,21.0,32000.0,7.5,Quadrupedal,Late Cretaceous (Maastrichtian),North America (USA),Large sauropod; likely solitary or small group grazer,1922,"Texas, USA",One of the largest North American dinosaurs; long neck and tail,Low,https://en.wikipedia.org/wiki/Alamosaurus,343
Loricatosaurus,Loricatosaurus,Armored lizard,Herbivore,6.0,2000.0,2.5,Quadrupedal,Early Cretaceous,Europe,Stegosaurian dinosaur,around 2008,UK,Heavily armored with plates,Medium,https://en.wikipedia.org/wiki/Loricatosaurus,769
Ingentia,Ingentia,Huge one,Herbivore,10.0,8000.0,-4.5,Bipedal,Late Jurassic,South America,Sauropod dinosaur,2015,Argentina,Large sauropod,Unknown,https://en.wikipedia.org/wiki/Ingentia,11332
Guanlong,Guanlong,Alvarez's lizard,carnivore,2.0 meters,20.0,0.8,Bipedal,Late Cretaceous,Argentina,Small predator,1991,Argentina,Tiny arms,Medium,https://en.wikipedia.org/wiki/Guanlong,130
Orthomerus,Orthomerus,Straight femur,Herbivore,6.0,1200.0,2.5,BIPEDAL,Late Cretaceous ,Europe,Ornithopod dinosaur,1883,Europe,Medium-sized herbivore,Unknown,https://en.wikipedia.org/wiki/Orthomerus,871
Triceratops,Triceratops,Three-horned face  ,HERBIVORE,,6000.0,3.0,Quadripedal,LATE CRETACEOUS,North America,Ceratopsian dinosaur,1889,USA,Large ceratopsian,Medium,https://en.wikipedia.org/wiki/Triceratops,1123
Mierasaurus,Mierasaurus,Miera lizard,Herbivore,6.5,3500.0,2.5,Bipedal,Early Cretaceous,North America,Sauropod dinosaur,2018,USA,Medium sauropod,Medium,http//invalid-url,1396
Dilophosaurus,Dilophosaurus,Near lizard,Herbivore,2.0,50.0,1.0,Bipedal,Early Jurassic,USA,Small herbivore,1818,USA,Small body,Medium,https://en.wikipedia.org/wiki/Dilophosaurus,87
Soumyasaurus,Soumyasaurus,Soumya lizard,Herbivore,5.0,3200.0,2.5,Bi-pedal,Late Jurassic,Asia,Sauropod dinosaur,2017,India,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Soumyasaurus,1482
Aepisaurus,Aepisaurus,Late lizard (Greek Αἴψις = lofty),Herbivore,15.0,8000.0,5.0,Quadrupedal,Late Cretaceous,France,"Large, rare sauropod; limited material known",1852,"Lot Formation, southern France",Large limb bones; fragmentary,Low,https://en.wikipedia.org/wiki/Aepisaurus,330
Bannykus,Bannykus,Banni claw,Carnivore,1.0,10.0,0.3,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2010,China,Small theropod,Small,https://en.wikipedia.org/wiki/Bannykus,1238
Campylodoniscus,Campylodoniscus,bent tooth,Herbivore,15.0,12000.0,4.5,Quadrupedal,Late Cretaceous (Cenomanian),South America (Argentina),Poorly known titanosaur; named from teeth,1933,"Unknown Formation, Argentina",Originally classified as ornithopod; now titanosaur,Low,https://en.wikipedia.org/wiki/Campylodoniscus,466
